VH_EFFECTIVE_DT,VH_AGE,VH_RET_AGE,VH_ANN_SAL,VH_MTHLY_SS_INCOME
1/1/2017 0:00,45,80,"60,000","2,620"
1/1/2017 0:00,45,80,"80,000","3,001"
1/1/2017 0:00,45,80,"100,000","3,311"
1/1/2017 0:00,45,80,"120,000","3,621"
1/1/2017 0:00,45,80,"127,200","3,732"
1/1/2017 0:00,45,85,"20,000","1,297"
1/1/2017 0:00,45,85,"40,000","1,958"
1/1/2017 0:00,45,85,"60,000","2,620"
1/1/2017 0:00,45,85,"80,000","3,001"
1/1/2017 0:00,45,85,"100,000","3,311"
1/1/2017 0:00,45,85,"120,000","3,621"
1/1/2017 0:00,45,85,"127,200","3,732"
1/1/2017 0:00,50,62,"20,000",672
1/1/2017 0:00,50,62,"40,000",989
1/1/2017 0:00,50,62,"60,000","1,302"
1/1/2017 0:00,50,62,"80,000","1,592"
1/1/2017 0:00,50,62,"100,000","1,739"
1/1/2017 0:00,50,62,"120,000","1,886"
1/1/2017 0:00,50,62,"127,200","1,938"
1/1/2017 0:00,50,65,"20,000",848
1/1/2017 0:00,50,65,"40,000","1,258"
1/1/2017 0:00,50,65,"60,000","1,661"
1/1/2017 0:00,50,65,"80,000","2,003"
1/1/2017 0:00,50,65,"100,000","2,193"
1/1/2017 0:00,50,65,"120,000","2,382"
1/1/2017 0:00,50,65,"127,200","2,450"
1/1/2017 0:00,50,67,"20,000",990
1/1/2017 0:00,50,67,"40,000","1,475"
1/1/2017 0:00,50,67,"60,000","1,952"
1/1/2017 0:00,50,67,"80,000","2,334"
1/1/2017 0:00,50,67,"100,000","2,558"
1/1/2017 0:00,50,67,"120,000","2,782"
1/1/2017 0:00,50,67,"127,200","2,862"
1/1/2017 0:00,50,70,"20,000","1,239"
1/1/2017 0:00,50,70,"40,000","1,843"
1/1/2017 0:00,50,70,"60,000","2,447"
1/1/2017 0:00,50,70,"80,000","2,892"
1/1/2017 0:00,50,70,"100,000","3,175"
1/1/2017 0:00,50,70,"120,000","3,458"
1/1/2017 0:00,50,70,"127,200","3,560"
1/1/2017 0:00,50,75,"20,000","1,266"
1/1/2017 0:00,50,75,"40,000","1,897"
1/1/2017 0:00,50,75,"60,000","2,527"
1/1/2017 0:00,50,75,"80,000","2,943"
1/1/2017 0:00,50,75,"100,000","3,238"
1/1/2017 0:00,50,75,"120,000","3,533"
1/1/2017 0:00,50,75,"127,200","3,640"
1/1/2017 0:00,50,80,"20,000","1,286"
1/1/2017 0:00,50,80,"40,000","1,936"
1/1/2017 0:00,50,80,"60,000","2,585"
1/1/2017 0:00,50,80,"80,000","2,979"
1/1/2017 0:00,50,80,"100,000","3,284"
1/1/2017 0:00,50,80,"120,000","3,589"
1/1/2017 0:00,50,80,"127,200","3,698"
1/1/2017 0:00,50,85,"20,000","1,297"
1/1/2017 0:00,50,85,"40,000","1,958"
1/1/2017 0:00,50,85,"60,000","2,620"
1/1/2017 0:00,50,85,"80,000","3,001"
1/1/2017 0:00,50,85,"100,000","3,311"
1/1/2017 0:00,50,85,"120,000","3,621"
1/1/2017 0:00,50,85,"127,200","3,732"
1/1/2017 0:00,55,62,"20,000",648
1/1/2017 0:00,55,62,"40,000",941
1/1/2017 0:00,55,62,"60,000","1,230"
1/1/2017 0:00,55,62,"80,000","1,519"
1/1/2017 0:00,55,62,"100,000","1,683"
1/1/2017 0:00,55,62,"120,000","1,818"
1/1/2017 0:00,55,62,"127,200","1,867"
1/1/2017 0:00,55,65,"20,000",821
1/1/2017 0:00,55,65,"40,000","1,203"
1/1/2017 0:00,55,65,"60,000","1,579"
1/1/2017 0:00,55,65,"80,000","1,952"
1/1/2017 0:00,55,65,"100,000","2,128"
1/1/2017 0:00,55,65,"120,000","2,304"
1/1/2017 0:00,55,65,"127,200","2,368"
1/1/2017 0:00,55,67,"20,000",961
1/1/2017 0:00,55,67,"40,000","1,415"
1/1/2017 0:00,55,67,"60,000","1,863"
1/1/2017 0:00,55,67,"80,000","2,278"
1/1/2017 0:00,55,67,"100,000","2,488"
1/1/2017 0:00,55,67,"120,000","2,698"
1/1/2017 0:00,55,67,"127,200","2,773"
1/1/2017 0:00,55,70,"20,000","1,206"
1/1/2017 0:00,55,70,"40,000","1,777"
1/1/2017 0:00,55,70,"60,000","2,347"
1/1/2017 0:00,55,70,"80,000","2,830"
1/1/2017 0:00,55,70,"100,000","3,098"
1/1/2017 0:00,55,70,"120,000","3,365"
1/1/2017 0:00,55,70,"127,200","3,461"
1/1/2017 0:00,55,75,"20,000","1,239"
1/1/2017 0:00,55,75,"40,000","1,843"
1/1/2017 0:00,55,75,"60,000","2,447"
1/1/2017 0:00,55,75,"80,000","2,892"
1/1/2017 0:00,55,75,"100,000","3,175"
1/1/2017 0:00,55,75,"120,000","3,458"
1/1/2017 0:00,55,75,"127,200","3,560"
1/1/2017 0:00,55,80,"20,000","1,266"
1/1/2017 0:00,55,80,"40,000","1,897"
1/1/2017 0:00,55,80,"60,000","2,527"
1/1/2017 0:00,55,80,"80,000","2,943"
1/1/2017 0:00,55,80,"100,000","3,238"
1/1/2017 0:00,55,80,"120,000","3,533"
1/1/2017 0:00,55,80,"127,200","3,640"
1/1/2017 0:00,55,85,"20,000","1,286"
1/1/2017 0:00,55,85,"40,000","1,936"
1/1/2017 0:00,55,85,"60,000","2,585"
1/1/2017 0:00,55,85,"80,000","2,979"
1/1/2017 0:00,55,85,"100,000","3,284"
1/1/2017 0:00,55,85,"120,000","3,589"
1/1/2017 0:00,55,85,"127,200","3,698"
1/1/2017 0:00,60,62,"20,000",650
1/1/2017 0:00,60,62,"40,000",929
1/1/2017 0:00,60,62,"60,000","1,203"
1/1/2017 0:00,60,62,"80,000","1,478"
1/1/2017 0:00,60,62,"100,000","1,696"
1/1/2017 0:00,60,62,"120,000","1,824"
1/1/2017 0:00,60,62,"127,200","1,871"
1/1/2017 0:00,60,65,"20,000",830
1/1/2017 0:00,60,65,"40,000","1,198"
1/1/2017 0:00,60,65,"60,000","1,561"
1/1/2017 0:00,60,65,"80,000","1,923"
1/1/2017 0:00,60,65,"100,000","2,159"
1/1/2017 0:00,60,65,"120,000","2,329"
1/1/2017 0:00,60,65,"127,200","2,390"
1/1/2017 0:00,60,67,"20,000",976
1/1/2017 0:00,60,67,"40,000","1,417"
1/1/2017 0:00,60,67,"60,000","1,852"
1/1/2017 0:00,60,67,"80,000","2,287"
1/1/2017 0:00,60,67,"100,000","2,534"
1/1/2017 0:00,60,67,"120,000","2,738"
1/1/2017 0:00,60,67,"127,200","2,811"
1/1/2017 0:00,60,70,"20,000","1,217"
1/1/2017 0:00,60,70,"40,000","1,773"
1/1/2017 0:00,60,70,"60,000","2,327"
1/1/2017 0:00,60,70,"80,000","2,876"
1/1/2017 0:00,60,70,"100,000","3,136"
1/1/2017 0:00,60,70,"120,000","3,396"
1/1/2017 0:00,60,70,"127,200","3,489"
1/1/2017 0:00,60,75,"20,000","1,258"
1/1/2017 0:00,60,75,"40,000","1,854"
1/1/2017 0:00,60,75,"60,000","2,448"
1/1/2017 0:00,60,75,"80,000","2,952"
1/1/2017 0:00,60,75,"100,000","3,231"
1/1/2017 0:00,60,75,"120,000","3,510"
1/1/2017 0:00,60,75,"127,200","3,610"
1/1/2017 0:00,60,80,"20,000","1,292"
1/1/2017 0:00,60,80,"40,000","1,922"
1/1/2017 0:00,60,80,"60,000","2,552"
1/1/2017 0:00,60,80,"80,000","3,017"
1/1/2017 0:00,60,80,"100,000","3,312"
1/1/2017 0:00,60,80,"120,000","3,607"
1/1/2017 0:00,60,80,"127,200","3,713"
1/1/2017 0:00,60,85,"20,000","1,321"
1/1/2017 0:00,60,85,"40,000","1,978"
1/1/2017 0:00,60,85,"60,000","2,635"
1/1/2017 0:00,60,85,"80,000","3,069"
1/1/2017 0:00,60,85,"100,000","3,377"
1/1/2017 0:00,60,85,"120,000","3,685"
1/1/2017 0:00,60,85,"127,200","3,796"
1/1/2017 0:00,65,62,"20,000",0
1/1/2017 0:00,65,62,"40,000",0
1/1/2017 0:00,65,62,"60,000",0
1/1/2017 0:00,65,62,"80,000",0
1/1/2017 0:00,65,62,"100,000",0
1/1/2017 0:00,65,62,"120,000",0
1/1/2017 0:00,65,62,"127,200",0
1/1/2017 0:00,65,65,"20,000",761
1/1/2017 0:00,65,65,"40,000","1,076"
1/1/2017 0:00,65,65,"60,000","1,389"
1/1/2017 0:00,65,65,"80,000","1,703"
1/1/2017 0:00,65,65,"100,000","1,976"
1/1/2017 0:00,65,65,"120,000","2,123"
1/1/2017 0:00,65,65,"127,200","2,175"
1/1/2017 0:00,65,67,"20,000",902
1/1/2017 0:00,65,67,"40,000","1,285"
1/1/2017 0:00,65,67,"60,000","1,668"
1/1/2017 0:00,65,67,"80,000","2,052"
1/1/2017 0:00,65,67,"100,000","2,334"
1/1/2017 0:00,65,67,"120,000","2,514"
1/1/2017 0:00,65,67,"127,200","2,578"
1/1/2017 0:00,65,70,"20,000","1,123"
1/1/2017 0:00,65,70,"40,000","1,622"
1/1/2017 0:00,65,70,"60,000","2,120"
1/1/2017 0:00,65,70,"80,000","2,617"
1/1/2017 0:00,65,70,"100,000","2,900"
1/1/2017 0:00,65,70,"120,000","3,134"
1/1/2017 0:00,65,70,"127,200","3,217"
1/1/2017 0:00,65,75,"20,000","1,178"
1/1/2017 0:00,65,75,"40,000","1,731"
1/1/2017 0:00,65,75,"60,000","2,283"
1/1/2017 0:00,65,75,"80,000","2,769"
1/1/2017 0:00,65,75,"100,000","3,028"
1/1/2017 0:00,65,75,"120,000","3,287"
1/1/2017 0:00,65,75,"127,200","3,380"
1/1/2017 0:00,65,80,"20,000","1,227"
1/1/2017 0:00,65,80,"40,000","1,830"
1/1/2017 0:00,65,80,"60,000","2,431"
1/1/2017 0:00,65,80,"80,000","2,862"
1/1/2017 0:00,65,80,"100,000","3,144"
1/1/2017 0:00,65,80,"120,000","3,426"
1/1/2017 0:00,65,80,"127,200","3,527"
1/1/2017 0:00,65,85,"20,000","1,271"
1/1/2017 0:00,65,85,"40,000","1,917"
1/1/2017 0:00,65,85,"60,000","2,562"
1/1/2017 0:00,65,85,"80,000","2,944"
1/1/2017 0:00,65,85,"100,000","3,246"
1/1/2017 0:00,65,85,"120,000","3,549"
1/1/2017 0:00,65,85,"127,200","3,657"
1/1/2017 0:00,70,62,"20,000",0
1/1/2017 0:00,70,62,"40,000",0
1/1/2017 0:00,70,62,"60,000",0
1/1/2017 0:00,70,62,"80,000",0
1/1/2017 0:00,70,62,"100,000",0
1/1/2017 0:00,70,62,"120,000",0
1/1/2017 0:00,70,62,"127,200",0
1/1/2017 0:00,70,65,"20,000",0
1/1/2017 0:00,70,65,"40,000",0
1/1/2017 0:00,70,65,"60,000",0
1/1/2017 0:00,70,65,"80,000",0
1/1/2017 0:00,70,65,"100,000",0
1/1/2017 0:00,70,65,"120,000",0
1/1/2017 0:00,70,65,"127,200",0
1/1/2017 0:00,70,67,"20,000",0
1/1/2017 0:00,70,67,"40,000",0
1/1/2017 0:00,70,67,"60,000",0
1/1/2017 0:00,70,67,"80,000",0
1/1/2017 0:00,70,67,"100,000",0
1/1/2017 0:00,70,67,"120,000",0
1/1/2017 0:00,70,67,"127,200",0
1/1/2017 0:00,70,70,"20,000","1,082"
1/1/2017 0:00,70,70,"40,000","1,537"
1/1/2017 0:00,70,70,"60,000","1,992"
1/1/2017 0:00,70,70,"80,000","2,447"
1/1/2017 0:00,70,70,"100,000","2,804"
1/1/2017 0:00,70,70,"120,000","3,017"
1/1/2017 0:00,70,70,"127,200","3,093"
1/1/2017 0:00,70,75,"20,000","1,153"
1/1/2017 0:00,70,75,"40,000","1,679"
1/1/2017 0:00,70,75,"60,000","2,205"
1/1/2017 0:00,70,75,"80,000","2,724"
1/1/2017 0:00,70,75,"100,000","2,970"
1/1/2017 0:00,70,75,"120,000","3,217"
1/1/2017 0:00,70,75,"127,200","3,305"
1/1/2017 0:00,70,80,"20,000","1,219"
1/1/2017 0:00,70,80,"40,000","1,812"
1/1/2017 0:00,70,80,"60,000","2,404"
1/1/2017 0:00,70,80,"80,000","2,848"
1/1/2017 0:00,70,80,"100,000","3,126"
1/1/2017 0:00,70,80,"120,000","3,404"
1/1/2017 0:00,70,80,"127,200","3,503"
1/1/2017 0:00,70,85,"20,000","1,280"
1/1/2017 0:00,70,85,"40,000","1,934"
1/1/2017 0:00,70,85,"60,000","2,588"
1/1/2017 0:00,70,85,"80,000","2,963"
1/1/2017 0:00,70,85,"100,000","3,269"
1/1/2017 0:00,70,85,"120,000","3,576"
1/1/2017 0:00,70,85,"127,200","3,685"
1/1/2017 0:00,75,62,"20,000",0
1/1/2017 0:00,75,62,"40,000",0
1/1/2017 0:00,75,62,"60,000",0
1/1/2017 0:00,75,62,"80,000",0
1/1/2017 0:00,75,62,"100,000",0
1/1/2017 0:00,75,62,"120,000",0
1/1/2017 0:00,75,62,"127,200",0
1/1/2017 0:00,75,65,"20,000",0
1/1/2017 0:00,75,65,"40,000",0
1/1/2017 0:00,75,65,"60,000",0
1/1/2017 0:00,75,65,"80,000",0
1/1/2017 0:00,75,65,"100,000",0
1/1/2017 0:00,75,65,"120,000",0
1/1/2017 0:00,75,65,"127,200",0
1/1/2017 0:00,75,67,"20,000",0
1/1/2017 0:00,75,67,"40,000",0
1/1/2017 0:00,75,67,"60,000",0
1/1/2017 0:00,75,67,"80,000",0
1/1/2017 0:00,75,67,"100,000",0
1/1/2017 0:00,75,67,"120,000",0
1/1/2017 0:00,75,67,"127,200",0
1/1/2017 0:00,75,70,"20,000",0
1/1/2017 0:00,75,70,"40,000",0
1/1/2017 0:00,75,70,"60,000",0
1/1/2017 0:00,75,70,"80,000",0
1/1/2017 0:00,75,70,"100,000",0
1/1/2017 0:00,75,70,"120,000",0
1/1/2017 0:00,75,70,"127,200",0
1/1/2017 0:00,75,75,"20,000","1,103"
1/1/2017 0:00,75,75,"40,000","1,588"
1/1/2017 0:00,75,75,"60,000","2,073"
1/1/2017 0:00,75,75,"80,000","2,557"
1/1/2017 0:00,75,75,"100,000","2,850"
1/1/2017 0:00,75,75,"120,000","3,078"
1/1/2017 0:00,75,75,"127,200","3,159"
1/1/2017 0:00,75,80,"20,000","1,193"
1/1/2017 0:00,75,80,"40,000","1,769"
1/1/2017 0:00,75,80,"60,000","2,343"
1/1/2017 0:00,75,80,"80,000","2,792"
1/1/2017 0:00,75,80,"100,000","3,061"
1/1/2017 0:00,75,80,"120,000","3,330"
1/1/2017 0:00,75,80,"127,200","3,427"
1/1/2017 0:00,75,85,"20,000","1,278"
1/1/2017 0:00,75,85,"40,000","1,939"
1/1/2017 0:00,75,85,"60,000","2,599"
1/1/2017 0:00,75,85,"80,000","2,952"
1/1/2017 0:00,75,85,"100,000","3,261"
1/1/2017 0:00,75,85,"120,000","3,571"
1/1/2017 0:00,75,85,"127,200","3,682"
1/1/2017 0:00,80,62,"20,000",0
1/1/2017 0:00,80,62,"40,000",0
1/1/2017 0:00,80,62,"60,000",0
1/1/2017 0:00,80,62,"80,000",0
1/1/2017 0:00,80,62,"100,000",0
1/1/2017 0:00,80,62,"120,000",0
1/1/2017 0:00,80,62,"127,200",0
1/1/2017 0:00,80,65,"20,000",0
1/1/2017 0:00,80,65,"40,000",0
1/1/2017 0:00,80,65,"60,000",0
1/1/2017 0:00,80,65,"80,000",0
1/1/2017 0:00,80,65,"100,000",0
1/1/2017 0:00,80,65,"120,000",0
1/1/2017 0:00,80,65,"127,200",0
1/1/2017 0:00,80,67,"20,000",0
1/1/2017 0:00,80,67,"40,000",0
1/1/2017 0:00,80,67,"60,000",0
1/1/2017 0:00,80,67,"80,000",0
1/1/2017 0:00,80,67,"100,000",0
1/1/2017 0:00,80,67,"120,000",0
1/1/2017 0:00,80,67,"127,200",0
1/1/2017 0:00,80,70,"20,000",0
1/1/2017 0:00,80,70,"40,000",0
1/1/2017 0:00,80,70,"60,000",0
1/1/2017 0:00,80,70,"80,000",0
1/1/2017 0:00,80,70,"100,000",0
1/1/2017 0:00,80,70,"120,000",0
1/1/2017 0:00,80,70,"127,200",0
1/1/2017 0:00,80,75,"20,000",0
1/1/2017 0:00,80,75,"40,000",0
1/1/2017 0:00,80,75,"60,000",0
1/1/2017 0:00,80,75,"80,000",0
1/1/2017 0:00,80,75,"100,000",0
1/1/2017 0:00,80,75,"120,000",0
1/1/2017 0:00,80,75,"127,200",0
1/1/2017 0:00,80,80,"20,000","1,025"
1/1/2017 0:00,80,80,"40,000","1,519"
1/1/2017 0:00,80,80,"60,000","2,010"
1/1/2017 0:00,80,80,"80,000","2,403"
1/1/2017 0:00,80,80,"100,000","2,633"
1/1/2017 0:00,80,80,"120,000","2,864"
1/1/2017 0:00,80,80,"127,200","2,946"
1/1/2017 0:00,80,85,"20,000","1,135"
1/1/2017 0:00,80,85,"40,000","1,736"
1/1/2017 0:00,80,85,"60,000","2,325"
1/1/2017 0:00,80,85,"80,000","2,607"
1/1/2017 0:00,80,85,"100,000","2,889"
1/1/2017 0:00,80,85,"120,000","3,171"
1/1/2017 0:00,80,85,"127,200","3,272"
1/1/2017 0:00,85,62,"20,000",0
1/1/2017 0:00,85,62,"40,000",0
1/1/2017 0:00,85,62,"60,000",0
1/1/2017 0:00,85,62,"80,000",0
1/1/2017 0:00,85,62,"100,000",0
1/1/2017 0:00,85,62,"120,000",0
1/1/2017 0:00,85,62,"127,200",0
1/1/2017 0:00,85,65,"20,000",0
1/1/2017 0:00,85,65,"40,000",0
1/1/2017 0:00,85,65,"60,000",0
1/1/2017 0:00,85,65,"80,000",0
1/1/2017 0:00,85,65,"100,000",0
1/1/2017 0:00,85,65,"120,000",0
1/1/2017 0:00,85,65,"127,200",0
1/1/2017 0:00,85,67,"20,000",0
1/1/2017 0:00,85,67,"40,000",0
1/1/2017 0:00,85,67,"60,000",0
1/1/2017 0:00,85,67,"80,000",0
1/1/2017 0:00,85,67,"100,000",0
1/1/2017 0:00,85,67,"120,000",0
1/1/2017 0:00,85,67,"127,200",0
1/1/2017 0:00,85,70,"20,000",0
1/1/2017 0:00,85,70,"40,000",0
1/1/2017 0:00,85,70,"60,000",0
1/1/2017 0:00,85,70,"80,000",0
1/1/2017 0:00,85,70,"100,000",0
1/1/2017 0:00,85,70,"120,000",0
1/1/2017 0:00,85,70,"127,200",0
1/1/2017 0:00,85,75,"20,000",0
1/1/2017 0:00,85,75,"40,000",0
1/1/2017 0:00,85,75,"60,000",0
1/1/2017 0:00,85,75,"80,000",0
1/1/2017 0:00,85,75,"100,000",0
1/1/2017 0:00,85,75,"120,000",0
1/1/2017 0:00,85,75,"127,200",0
1/1/2017 0:00,85,80,"20,000",0
1/1/2017 0:00,85,80,"40,000",0
1/1/2017 0:00,85,80,"60,000",0
1/1/2017 0:00,85,80,"80,000",0
1/1/2017 0:00,85,80,"100,000",0
1/1/2017 0:00,85,80,"120,000",0
1/1/2017 0:00,85,80,"127,200",0
1/1/2017 0:00,85,85,"20,000","1,010"
1/1/2017 0:00,85,85,"40,000","1,531"
1/1/2017 0:00,85,85,"60,000","2,052"
1/1/2017 0:00,85,85,"80,000","2,336"
1/1/2017 0:00,85,85,"100,000","2,580"
1/1/2017 0:00,85,85,"120,000","2,824"
1/1/2017 0:00,85,85,"127,200","2,912"
